clinic_location_ids,is_favorite,taxable,item_type,name,description,categories,area_based,pricing_tiers,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"","false","true","Product","Elemis Future Restore Serum","","[""Elemis Skincare""]","false","[{""tier_name"": ""Standard"", ""price"": 155.00, ""sessions"": 1}]","active","698024c6e96036f2f04509e8","2026-02-02T04:15:02.020000","2026-02-02T04:15:02.020000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Elemis Skin Future Supplements","","[""Elemis Skincare""]","false","[{""tier_name"": ""Standard"", ""price"": 105.00, ""sessions"": 1}]","active","698024c6e96036f2f04509e9","2026-02-02T04:15:02.020000","2026-02-02T04:15:02.020000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Elemis Eye Revive Mask","","[""Elemis Skincare""]","false","[{""tier_name"": ""Standard"", ""price"": 92.00, ""sessions"": 1}]","active","698024c6e96036f2f04509e7","2026-02-02T04:15:02.020000","2026-02-02T04:15:02.020000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Elemis Neck & Decolletage Balm","","[""Elemis Skincare""]","false","[{""tier_name"": ""Standard"", ""price"": 88.00, ""sessions"": 1}]","active","698024c6e96036f2f04509ea","2026-02-02T04:15:02.020000","2026-02-02T04:15:02.020000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Xtresse","Hair Growth Gummies","[""Product""]","false","[{""tier_name"":""Pack"",""price"":78,""sessions"":1,""unit_type"":""sessions""}]","active","695f24cd178bce0044b55a9a","2026-01-08T03:30:21.569000","2026-01-08T03:31:02.847000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","false","Product","_category_Aesthetics","","[""Aesthetics""]","false","[{""tier_name"":""N/A"",""price"":0,""sessions"":1}]","inactive","6959ee16e5f00a9deb64b77a","2026-01-04T04:35:34.258000","2026-01-04T04:35:34.258000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Nu-Derm Toner","Obagi Nu-Derm toner","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":49,""sessions"":1}]","active","6959ad8c4265bd7be96b5fcc","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Clenziderm Therapeutic Lotion","Obagi Clenziderm therapeutic lotion","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":95,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc1","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Nu-Derm Gentle Cleanser","Obagi Nu-Derm gentle cleanser","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":49,""sessions"":1}]","active","6959ad8c4265bd7be96b5fcb","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Elastiderm Filler Concentrate","Obagi Elastiderm filler concentrate","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":115,""sessions"":1}]","active","6959ad8c4265bd7be96b5fbb","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Hydrate","Obagi Hydrate moisturizer","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":65,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc5","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Sunshield Warm","Obagi Sunshield warm sunscreen","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":59,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc9","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Elastiderm Neck/Decollete","Obagi Elastiderm neck and decollete treatment","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":260,""sessions"":1}]","active","6959ad8c4265bd7be96b5fba","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Nu-Derm Travel Toner","Obagi Nu-Derm toner travel size","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":19,""sessions"":1}]","active","6959ad8c4265bd7be96b5fd2","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Nu-Derm Foaming Gel","Obagi Nu-Derm foaming gel cleanser","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":49,""sessions"":1}]","active","6959ad8c4265bd7be96b5fca","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Clenziderm Daily Foaming Cleanser","Obagi Clenziderm daily foaming cleanser","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":49,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc2","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Rebalance","Obagi Rebalance treatment","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":115,""sessions"":1}]","active","6959ad8c4265bd7be96b5fd3","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Hydro-Drops Eyes","Obagi Hydro-Drops for eyes","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":75,""sessions"":1}]","active","6959ad8c4265bd7be96b5fd4","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Nu-Derm Travel Gentle Cleanser","Obagi Nu-Derm gentle cleanser travel size","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":19,""sessions"":1}]","active","6959ad8c4265bd7be96b5fd1","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Professional C 15%","Obagi Professional C serum 15%","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":125,""sessions"":1}]","active","6959ad8c4265bd7be96b5fbe","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","false","Product","Obagi Tretinoin 0.1%","Obagi Tretinoin 0.1%","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":105,""sessions"":1}]","active","6959ad8c4265bd7be96b5fb7","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Nu-Derm Travel Foaming Gel","Obagi Nu-Derm foaming gel travel size","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":19,""sessions"":1}]","active","6959ad8c4265bd7be96b5fd0","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Elastiderm Eye Serum","Obagi Elastiderm eye serum","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":125,""sessions"":1}]","active","6959ad8c4265bd7be96b5fb9","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Elastiderm Lift & Sculpt","Obagi Elastiderm lift and sculpt treatment","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":135,""sessions"":1}]","active","6959ad8c4265bd7be96b5fbc","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi-C Balancing Toner","Obagi-C balancing toner","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":49,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc4","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","false","Product","Obagi Tretinoin 0.05%","Obagi Tretinoin 0.05%","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":95,""sessions"":1}]","active","6959ad8c4265bd7be96b5fb6","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Elastiderm Facial Serum","Obagi Elastiderm facial serum","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":215,""sessions"":1}]","active","6959ad8c4265bd7be96b5fb8","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Professional C 20%","Obagi Professional C serum 20%","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":150,""sessions"":1}]","active","6959ad8c4265bd7be96b5fbf","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Professional C 10%","Obagi Professional C serum 10%","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":110,""sessions"":1}]","active","6959ad8c4265bd7be96b5fbd","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi C-Clarifying Serum","Obagi C clarifying serum","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":148,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc3","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","false","Product","Obagi Tretinoin 0.025%","Obagi Tretinoin 0.025%","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":88,""sessions"":1}]","active","6959ad8c4265bd7be96b5fb5","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Sunshield Cool","Obagi Sunshield cool sunscreen","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":59,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc8","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","false","Product","Obagi Nu-Derm Blender","Obagi Nu-Derm Blender","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":135,""sessions"":1}]","active","6959ad8c4265bd7be96b5fcf","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Sunshield Matte","Obagi Sunshield matte sunscreen","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":59,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc7","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Hydrate Luxe","Obagi Hydrate Luxe moisturizer","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":80,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc6","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Nu-Derm Exfoderm","Obagi Nu-Derm Exfoderm exfoliant","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":95,""sessions"":1}]","active","6959ad8c4265bd7be96b5fce","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","true","Product","Obagi Clenziderm Pore Therapy","Obagi Clenziderm pore therapy","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":49,""sessions"":1}]","active","6959ad8c4265bd7be96b5fc0","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"","false","false","Product","Obagi Nu-Derm Clear","Obagi Nu-Derm Clear","[""Obagi""]","false","[{""tier_name"":""Single"",""price"":135,""sessions"":1}]","active","6959ad8c4265bd7be96b5fcd","2026-01-04T00:00:12.119000","2026-01-04T00:00:12.119000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product"," Noon Experience Kit","Noon starter kit","[""Noon""]","false","[{""tier_name"":""Single"",""price"":99,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb3249781a","2026-01-03T23:52:48.746000","2026-01-04T04:37:45.628000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Igloo Moist","Noon moisturizer","[""Noon""]","false","[{""tier_name"":""Single"",""price"":64,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497802","2026-01-03T23:52:48.745000","2026-01-04T04:42:30.592000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon In-Depth Filler Cream","Noon filler cream","[""Noon""]","false","[{""tier_name"":""Single"",""price"":108,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb324977fa","2026-01-03T23:52:48.745000","2026-01-04T04:40:14.609000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Double Fight","Noon targeted treatment","[""Noon""]","false","[{""tier_name"":""Single"",""price"":148,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497806","2026-01-03T23:52:48.745000","2026-01-04T04:42:55.100000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Lacto Ceramide -15","Noon treatment","[""Noon""]","false","[{""tier_name"":""Single"",""price"":118,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb324977fc","2026-01-03T23:52:48.745000","2026-01-04T04:41:02.672000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Lift/Whitening Ampoule","Noon ampoule","[""Noon""]","false","[{""tier_name"":""Single"",""price"":58,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497815","2026-01-03T23:52:48.745000","2026-01-04T04:44:06.503000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Brush/Go Oily Skin Tone 1","Noon sun protector","[""Noon""]","false","[{""tier_name"":""Single"",""price"":69,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497810","2026-01-03T23:52:48.745000","2026-01-04T04:45:04.795000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Restart Serum Refill","Noon serum refill","[""Noon""]","false","[{""tier_name"":""Single"",""price"":138,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb324977f8","2026-01-03T23:52:48.745000","2026-01-04T04:39:19.848000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Refill Oily Brush/Go Tone 2","Noon sun protector refill","[""Noon""]","false","[{""tier_name"":""Single"",""price"":65,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497813","2026-01-03T23:52:48.745000","2026-01-04T04:44:35.345000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Retinol 0.3","Noon retinol","[""Noon""]","false","[{""tier_name"":""Single"",""price"":99,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497803","2026-01-03T23:52:48.745000","2026-01-04T04:42:36.781000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Brush/Go All Skin Tone 2","Noon sun protector","[""Noon""]","false","[{""tier_name"":""Single"",""price"":69,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb3249780d","2026-01-03T23:52:48.745000","2026-01-04T04:45:10.820000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon OMG Cream","Noon treatment","[""Noon""]","false","[{""tier_name"":""Single"",""price"":128,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497800","2026-01-03T23:52:48.745000","2026-01-04T04:42:15.684000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Retinol 1.0","Noon retinol","[""Noon""]","false","[{""tier_name"":""Single"",""price"":109,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497804","2026-01-03T23:52:48.745000","2026-01-04T04:42:43.041000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Brush/Go All Skin Tone 1","Noon sun protector","[""Noon""]","false","[{""tier_name"":""Single"",""price"":69,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb3249780c","2026-01-03T23:52:48.745000","2026-01-04T04:43:41.444000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Restart Serum","Noon serum","[""Noon""]","false","[{""tier_name"":""Single"",""price"":158,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb324977f7","2026-01-03T23:52:48.745000","2026-01-04T04:39:12.943000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Lacto 10","Noon treatment","[""Noon""]","false","[{""tier_name"":""Single"",""price"":69,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb324977fb","2026-01-03T23:52:48.745000","2026-01-04T04:40:55.618000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Mediclay Mask","Noon mask","[""Noon""]","false","[{""tier_name"":""Single"",""price"":68,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497809","2026-01-03T23:52:48.745000","2026-01-04T04:43:20.003000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Triolift Mask","Noon mask","[""Noon""]","false","[{""tier_name"":""Single"",""price"":78,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb3249780a","2026-01-03T23:52:48.745000","2026-01-04T04:43:27.099000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Refill Oily Brush/Go Tone 1","Noon sun protector refill","[""Noon""]","false","[{""tier_name"":""Single"",""price"":65,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497812","2026-01-03T23:52:48.745000","2026-01-04T04:44:52.621000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Refill All Skin Brush/Go Tone 2","Noon sun protector refill","[""Noon""]","false","[{""tier_name"":""Single"",""price"":65,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb3249780f","2026-01-03T23:52:48.745000","2026-01-04T04:44:58.904000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Halo-Ronic Serum","Noon serum","[""Noon""]","false","[{""tier_name"":""Single"",""price"":118,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb324977f9","2026-01-03T23:52:48.745000","2026-01-04T04:40:36.213000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Hydrocalming Ampoule","Noon ampoule","[""Noon""]","false","[{""tier_name"":""Single"",""price"":58,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497816","2026-01-03T23:52:48.745000","2026-01-04T04:44:13.201000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Acno Complex Ampoule","Noon ampoule","[""Noon""]","false","[{""tier_name"":""Single"",""price"":58,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497814","2026-01-03T23:52:48.745000","2026-01-04T04:44:40.984000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Igloo Mask","Noon mask","[""Noon""]","false","[{""tier_name"":""Single"",""price"":68,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497808","2026-01-03T23:52:48.745000","2026-01-04T04:43:09.607000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product"," Noon Acne Solution","Noon treatment","[""Noon""]","false","[{""tier_name"":""Single"",""price"":76,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb324977fe","2026-01-03T23:52:48.745000","2026-01-04T04:41:55.934000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Retinol 1.6","Noon retinol","[""Noon""]","false","[{""tier_name"":""Single"",""price"":119,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497805","2026-01-03T23:52:48.745000","2026-01-04T04:42:49.263000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Therapeutic Hydrogel","Noon treatment","[""Noon""]","false","[{""tier_name"":""Single"",""price"":76,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb324977fd","2026-01-03T23:52:48.745000","2026-01-04T04:41:27.261000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Multivit Sun Protector","Noon sun protector","[""Noon""]","false","[{""tier_name"":""Single"",""price"":69,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb3249780b","2026-01-03T23:52:48.745000","2026-01-04T04:43:35.244000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Refill All Skin Brush/Go Tone 1","Noon sun protector refill","[""Noon""]","false","[{""tier_name"":""Single"",""price"":65,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb3249780e","2026-01-03T23:52:48.745000","2026-01-04T04:45:16.544000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
"[]","false","true","Product","Noon Double White","Noon targeted treatment","[""Noon""]","false","[{""tier_name"":""Single"",""price"":158,""sessions"":1,""unit_type"":""sessions""}]","active","6959abd087169ceb32497807","2026-01-03T23:52:48.745000","2026-01-04T04:43:01.613000","695939a556b8082002a35a69","renukajackson1@gmail.com","false"
